Site_ID	Latitude	Longitude	Elevation_in_Meters	State	Species_ID	Genus	Species	Common_Name	Kingdom	Individual_ID	Phenophase_ID	Phenophase_Description	First_Yes_Year	First_Yes_Month	First_Yes_Day	First_Yes_DOY	First_Yes_Julian_Date	NumDays_Since_Prior_No	Last_Yes_Year	Last_Yes_Month	Last_Yes_Day	Last_Yes_DOY	Last_Yes_Julian_Date	NumDays_Until_Next_No
6093	34.115894	-118.760101	245	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72371	310	Fruit/seed consumption	2015	6	3	154	2457177	-9999	2015	6	5	156	2457179	-9999
6093	34.115894	-118.760101	245	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72371	446	Feeding	2015	6	3	154	2457177	-9999	2015	6	5	156	2457179	-9999
6093	34.115894	-118.760101	245	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72371	457	Insect consumption	2015	6	3	154	2457177	-9999	2015	6	5	156	2457179	-9999
6097	34.116222	-118.758591	253	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72374	292	Live individuals	2015	6	19	170	2457193	-9999	2015	6	19	170	2457193	-9999
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	292	Live individuals	2015	2	2	33	2457056	-9999	2015	4	1	91	2457114	6
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2015	2	2	33	2457056	-9999	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2015	2	19	50	2457073	1	2015	4	1	91	2457114	6
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2015	2	11	42	2457065	1	2015	2	11	42	2457065	6
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2015	2	18	49	2457072	1	2015	2	18	49	2457072	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2015	3	3	62	2457085	6	2015	3	3	62	2457085	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2015	3	24	83	2457106	14	2015	3	24	83	2457106	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2015	2	10	41	2457064	8	2015	2	10	41	2457064	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2015	2	17	48	2457071	6	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2015	3	3	62	2457085	6	2015	3	24	83	2457106	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2015	2	10	41	2457064	8	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2015	2	19	50	2457073	1	2015	3	24	83	2457106	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2015	2	10	41	2457064	8	2015	2	10	41	2457064	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2015	2	17	48	2457071	6	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2015	2	19	50	2457073	1	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2015	3	3	62	2457085	6	2015	3	24	83	2457106	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	312	Flower visitation	2015	2	10	41	2457064	8	2015	2	10	41	2457064	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	312	Flower visitation	2015	2	17	48	2457071	6	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	312	Flower visitation	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	312	Flower visitation	2015	3	3	62	2457085	6	2015	3	24	83	2457106	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	315	Dead individuals	2015	2	10	41	2457064	8	2015	2	10	41	2457064	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	315	Dead individuals	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	315	Dead individuals	2015	3	3	62	2457085	6	2015	3	3	62	2457085	7
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	446	Feeding	2015	2	2	33	2457056	-9999	2015	3	31	90	2457113	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	457	Insect consumption	2015	2	2	33	2457056	-9999	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	457	Insect consumption	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	457	Insect consumption	2015	3	3	62	2457085	6	2015	3	31	90	2457113	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	458	Individuals at a feeding station	2015	2	10	41	2457064	8	2015	2	17	48	2457071	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	458	Individuals at a feeding station	2015	2	24	55	2457078	5	2015	2	24	55	2457078	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	458	Individuals at a feeding station	2015	3	3	62	2457085	6	2015	3	24	83	2457106	7
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	292	Live individuals	2015	1	1	1	2457024	-9999	2015	1	27	27	2457050	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	292	Live individuals	2015	1	29	29	2457052	1	2015	12	17	351	2457374	2
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	292	Live individuals	2015	12	25	359	2457382	2	2016	1	1	1	2457389	-9999
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	293	Calls or song (birds)	2015	1	10	10	2457033	3	2015	1	10	10	2457033	5
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	293	Calls or song (birds)	2015	1	27	27	2457050	1	2015	1	27	27	2457050	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	293	Calls or song (birds)	2015	12	23	357	2457380	4	2015	12	23	357	2457380	2
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	310	Fruit/seed consumption	2015	1	1	1	2457024	-9999	2015	6	13	164	2457187	106
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	310	Fruit/seed consumption	2015	11	5	309	2457332	5	2015	11	5	309	2457332	42
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	310	Fruit/seed consumption	2015	12	19	353	2457376	2	2015	12	23	357	2457380	2
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	311	Nut gathering	2015	1	28	28	2457051	1	2015	1	28	28	2457051	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	446	Feeding	2015	1	1	1	2457024	-9999	2015	1	27	27	2457050	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	446	Feeding	2015	1	29	29	2457052	1	2015	6	13	164	2457187	106
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	446	Feeding	2015	11	5	309	2457332	5	2015	11	5	309	2457332	42
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	457	Insect consumption	2015	1	28	28	2457051	1	2015	1	28	28	2457051	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	458	Individuals at a feeding station	2015	1	1	1	2457024	-9999	2015	1	3	3	2457026	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	458	Individuals at a feeding station	2015	1	15	15	2457038	5	2015	1	25	25	2457048	1
16358	34.498074	-119.809242	593	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	75789	458	Individuals at a feeding station	2015	11	5	309	2457332	5	2015	11	5	309	2457332	42
19821	41.189095	-123.699699	177	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	80640	292	Live individuals	2015	2	14	45	2457068	-9999	2015	2	14	45	2457068	-9999
19821	41.189095	-123.699699	177	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	80640	293	Calls or song (birds)	2015	2	14	45	2457068	-9999	2015	2	14	45	2457068	-9999
19821	41.189095	-123.699699	177	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	80640	446	Feeding	2015	2	14	45	2457068	-9999	2015	2	14	45	2457068	-9999
19821	41.189095	-123.699699	177	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	80640	457	Insect consumption	2015	2	14	45	2457068	-9999	2015	2	14	45	2457068	-9999
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	292	Live individuals	2015	5	7	127	2457150	-9999	2015	12	23	357	2457380	-9999
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	293	Calls or song (birds)	2015	5	7	127	2457150	-9999	2015	9	20	263	2457286	11
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	293	Calls or song (birds)	2015	10	16	289	2457312	15	2015	12	23	357	2457380	-9999
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	310	Fruit/seed consumption	2015	12	3	337	2457360	9	2015	12	3	337	2457360	6
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	311	Nut gathering	2015	8	6	218	2457241	18	2015	8	6	218	2457241	10
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	311	Nut gathering	2015	9	3	246	2457269	18	2015	9	3	246	2457269	6
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	311	Nut gathering	2015	9	20	263	2457286	11	2015	9	20	263	2457286	11
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	311	Nut gathering	2015	10	18	291	2457314	2	2015	10	18	291	2457314	18
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	311	Nut gathering	2015	12	3	337	2457360	9	2015	12	3	337	2457360	6
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	312	Flower visitation	2015	7	9	190	2457213	18	2015	7	9	190	2457213	6
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	446	Feeding	2015	7	19	200	2457223	4	2015	7	19	200	2457223	18
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	446	Feeding	2015	10	1	274	2457297	11	2015	10	1	274	2457297	15
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	446	Feeding	2015	10	18	291	2457314	2	2015	10	18	291	2457314	18
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	446	Feeding	2015	11	15	319	2457342	3	2015	11	15	319	2457342	9
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	446	Feeding	2015	12	3	337	2457360	9	2015	12	3	337	2457360	6
20765	33.632149	-117.55545	298	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88470	457	Insect consumption	2015	7	19	200	2457223	4	2015	7	19	200	2457223	18
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	292	Live individuals	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	293	Calls or song (birds)	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	297	Nest building (birds)	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	310	Fruit/seed consumption	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	311	Nut gathering	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	446	Feeding	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	457	Insect consumption	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
20825	36.009254	-80.29705	218	NC	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	88814	458	Individuals at a feeding station	2015	5	5	125	2457148	-9999	2015	5	5	125	2457148	-9999
21849	34.057541	-117.822098	227	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	96279	293	Calls or song (birds)	2015	10	27	300	2457323	5	2015	11	3	307	2457330	9
21852	34.057541	-117.822098	227	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	96282	292	Live individuals	2015	11	6	310	2457333	5	2015	11	6	310	2457333	-9999
21852	34.057541	-117.822098	227	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	96282	293	Calls or song (birds)	2015	10	15	288	2457311	-9999	2015	11	6	310	2457333	-9999
21852	34.057541	-117.822098	227	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	96282	310	Fruit/seed consumption	2015	11	6	310	2457333	5	2015	11	6	310	2457333	-9999
21852	34.057541	-117.822098	227	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	96282	446	Feeding	2015	11	6	310	2457333	5	2015	11	6	310	2457333	-9999
22149	33.821255	-117.775146	139	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	97779	292	Live individuals	2015	9	16	259	2457282	-9999	2015	11	25	329	2457352	-9999
22149	33.821255	-117.775146	139	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	97779	293	Calls or song (birds)	2015	9	16	259	2457282	-9999	2015	11	25	329	2457352	-9999
22149	33.821255	-117.775146	139	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	97779	310	Fruit/seed consumption	2015	10	19	292	2457315	33	2015	10	19	292	2457315	37
22149	33.821255	-117.775146	139	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	97779	446	Feeding	2015	9	16	259	2457282	-9999	2015	11	25	329	2457352	-9999
22149	33.821255	-117.775146	139	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	97779	457	Insect consumption	2015	9	16	259	2457282	-9999	2015	10	19	292	2457315	37
22740	38.525036	-121.970711	39	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	102225	292	Live individuals	2015	9	7	250	2457273	-9999	2015	9	7	250	2457273	-9999
22740	38.525036	-121.970711	39	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	102225	293	Calls or song (birds)	2015	9	7	250	2457273	-9999	2015	9	7	250	2457273	-9999
22740	38.525036	-121.970711	39	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	102225	446	Feeding	2015	9	7	250	2457273	-9999	2015	9	7	250	2457273	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	1	19	19	2457407	-9999	2016	1	19	19	2457407	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	2	4	35	2457423	2	2016	2	16	47	2457435	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	2	23	54	2457442	5	2016	3	8	68	2457456	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	4	12	103	2457491	33	2016	4	20	111	2457499	1
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	4	28	119	2457507	2	2016	5	10	131	2457519	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	5	17	138	2457526	5	2016	5	19	140	2457528	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	5	26	147	2457535	2	2016	5	26	147	2457535	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	6	2	154	2457542	2	2016	6	2	154	2457542	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	292	Live individuals	2016	6	14	166	2457554	5	2016	7	21	203	2457591	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	2	25	56	2457444	2	2016	3	3	63	2457451	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	4	19	110	2457498	5	2016	4	20	111	2457499	1
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	4	28	119	2457507	2	2016	5	3	124	2457512	7
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	5	17	138	2457526	5	2016	5	17	138	2457526	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	5	26	147	2457535	2	2016	5	26	147	2457535	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	293	Calls or song (birds)	2016	7	21	203	2457591	35	2016	7	21	203	2457591	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	310	Fruit/seed consumption	2016	2	4	35	2457423	2	2016	2	4	35	2457423	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	310	Fruit/seed consumption	2016	5	19	140	2457528	2	2016	5	19	140	2457528	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	310	Fruit/seed consumption	2016	6	2	154	2457542	2	2016	6	2	154	2457542	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	310	Fruit/seed consumption	2016	6	16	168	2457556	2	2016	7	21	203	2457591	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	311	Nut gathering	2016	3	3	63	2457451	2	2016	3	3	63	2457451	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	311	Nut gathering	2016	4	20	111	2457499	1	2016	4	20	111	2457499	1
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	311	Nut gathering	2016	5	10	131	2457519	7	2016	5	10	131	2457519	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	311	Nut gathering	2016	6	2	154	2457542	2	2016	6	2	154	2457542	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	311	Nut gathering	2016	7	21	203	2457591	35	2016	7	21	203	2457591	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	446	Feeding	2016	2	4	35	2457423	2	2016	2	4	35	2457423	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	446	Feeding	2016	2	25	56	2457444	2	2016	2	25	56	2457444	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	446	Feeding	2016	4	12	103	2457491	33	2016	4	12	103	2457491	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	446	Feeding	2016	4	28	119	2457507	2	2016	4	28	119	2457507	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	446	Feeding	2016	6	16	168	2457556	2	2016	7	21	203	2457591	-9999
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	457	Insect consumption	2016	4	12	103	2457491	33	2016	4	12	103	2457491	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	457	Insect consumption	2016	4	28	119	2457507	2	2016	4	28	119	2457507	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	458	Individuals at a feeding station	2016	2	4	35	2457423	2	2016	2	4	35	2457423	5
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	458	Individuals at a feeding station	2016	2	23	54	2457442	5	2016	2	23	54	2457442	2
17670	37.359844	-122.127838	94	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68436	458	Individuals at a feeding station	2016	3	3	63	2457451	2	2016	3	8	68	2457456	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	292	Live individuals	2016	1	12	12	2457400	-9999	2016	4	11	102	2457490	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	292	Live individuals	2016	4	18	109	2457497	5	2016	5	2	123	2457511	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	292	Live individuals	2016	5	11	132	2457520	2	2016	5	11	132	2457520	5
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	292	Live individuals	2016	5	23	144	2457532	7	2016	6	6	158	2457546	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	293	Calls or song (birds)	2016	4	11	102	2457490	90	2016	4	11	102	2457490	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	293	Calls or song (birds)	2016	4	18	109	2457497	5	2016	4	26	117	2457505	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	293	Calls or song (birds)	2016	5	2	123	2457511	4	2016	5	2	123	2457511	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	293	Calls or song (birds)	2016	5	11	132	2457520	2	2016	5	11	132	2457520	5
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	293	Calls or song (birds)	2016	5	23	144	2457532	7	2016	6	6	158	2457546	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	310	Fruit/seed consumption	2016	4	18	109	2457497	5	2016	4	25	116	2457504	1
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	310	Fruit/seed consumption	2016	5	2	123	2457511	4	2016	5	2	123	2457511	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	311	Nut gathering	2016	4	18	109	2457497	5	2016	4	18	109	2457497	7
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	311	Nut gathering	2016	5	2	123	2457511	4	2016	5	2	123	2457511	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	311	Nut gathering	2016	5	11	132	2457520	2	2016	5	11	132	2457520	5
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	446	Feeding	2016	4	18	109	2457497	5	2016	4	25	116	2457504	1
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	446	Feeding	2016	5	2	123	2457511	4	2016	5	2	123	2457511	2
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	446	Feeding	2016	5	11	132	2457520	2	2016	5	11	132	2457520	5
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	446	Feeding	2016	5	23	144	2457532	7	2016	5	23	144	2457532	14
17707	37.360123	-122.128151	97	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	68607	457	Insect consumption	2016	5	11	132	2457520	2	2016	5	11	132	2457520	5
6099	34.119007	-118.760071	245	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72367	292	Live individuals	2016	1	8	8	2457396	-9999	2016	3	4	64	2457452	7
