Site_ID    Latitude    Longitude    Elevation_in_Meters    State    Species_ID    Genus    Species    Common_Name    Kingdom    Individual_ID    Phenophase_ID    Phenophase_Description    First_Yes_Year    First_Yes_Month    First_Yes_Day    First_Yes_DOY    First_Yes_Julian_Date    NumDays_Since_Prior_No    Last_Yes_Year    Last_Yes_Month    Last_Yes_Day    Last_Yes_DOY    Last_Yes_Julian_Date    NumDays_Until_Next_No
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37582    467    Increasing leaf size    2013    4    17    107    2456400    2    2013    4    17    107    2456400    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37582    483    Leaves    2013    4    15    105    2456398    3    2013    4    17    107    2456400    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37582    500    Flowers or flower buds    2013    4    15    105    2456398    3    2013    4    17    107    2456400    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37583    371    Breaking leaf buds    2013    3    28    87    2456380    2    2013    3    28    87    2456380    2
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37583    500    Flowers or flower buds    2013    3    28    87    2456380    2    2013    3    28    87    2456380    2
9797    35.17942    -97.447586    332    OK    80    Juglans    nigra    black walnut    Plantae    43723    371    Breaking leaf buds    2013    4    13    103    2456396    32    2013    4    15    105    2456398    -9999
9797    35.17942    -97.447586    332    OK    80    Juglans    nigra    black walnut    Plantae    43723    467    Increasing leaf size    2013    4    13    103    2456396    32    2013    4    15    105    2456398    -9999
9797    35.17942    -97.447586    332    OK    80    Juglans    nigra    black walnut    Plantae    43723    483    Leaves    2013    4    13    103    2456396    32    2013    4    15    105    2456398    -9999
11637    36.938923    -80.959152    654    VA    80    Juglans    nigra    black walnut    Plantae    48524    504    Recent fruit or seed drop    2013    10    24    297    2456590    -9999    2013    10    24    297    2456590    -9999
12079    44.987164    -93.185486    1000    MN    80    Juglans    nigra    black walnut    Plantae    50805    471    Falling leaves    2013    9    12    255    2456548    -9999    2013    9    16    259    2456552    3
12079    44.987164    -93.185486    1000    MN    80    Juglans    nigra    black walnut    Plantae    50805    471    Falling leaves    2013    9    30    273    2456566    4    2013    11    4    308    2456601    -9999
12079    44.987164    -93.185486    1000    MN    80    Juglans    nigra    black walnut    Plantae    50805    483    Leaves    2013    9    12    255    2456548    -9999    2013    11    4    308    2456601    8
12079    44.987164    -93.185486    1000    MN    80    Juglans    nigra    black walnut    Plantae    50805    498    Colored leaves    2013    9    12    255    2456548    -9999    2013    11    4    308    2456601    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    390    Ripe fruits    2013    9    15    258    2456551    -9999    2013    11    10    314    2456607    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    471    Falling leaves    2013    9    20    263    2456556    5    2013    9    20    263    2456556    9
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    471    Falling leaves    2013    10    6    279    2456572    7    2013    11    10    314    2456607    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    483    Leaves    2013    9    15    258    2456551    -9999    2013    11    10    314    2456607    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    498    Colored leaves    2013    9    15    258    2456551    -9999    2013    11    10    314    2456607    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    504    Recent fruit or seed drop    2013    9    15    258    2456551    -9999    2013    11    10    314    2456607    -9999
12129    37.2215    -80.414398    637    VA    80    Juglans    nigra    black walnut    Plantae    50946    516    Fruits    2013    9    15    258    2456551    -9999    2013    11    10    314    2456607    -9999
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    371    Breaking leaf buds    2013    9    18    261    2456554    -9999    2013    11    14    318    2456611    5
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    467    Increasing leaf size    2013    9    18    261    2456554    -9999    2013    9    18    261    2456554    11
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    471    Falling leaves    2013    9    29    272    2456565    11    2013    11    14    318    2456611    5
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    483    Leaves    2013    9    18    261    2456554    -9999    2013    11    14    318    2456611    5
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    498    Colored leaves    2013    9    18    261    2456554    -9999    2013    11    14    318    2456611    5
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    504    Recent fruit or seed drop    2013    9    29    272    2456565    11    2013    9    29    272    2456565    7
12057    37.244827    -80.425781    2073    VA    80    Juglans    nigra    black walnut    Plantae    51057    516    Fruits    2013    9    29    272    2456565    11    2013    9    29    272    2456565    7
12258    37.226017    -80.414284    632    VA    80    Juglans    nigra    black walnut    Plantae    51211    371    Breaking leaf buds    2013    9    19    262    2456555    -9999    2013    9    30    273    2456566    10
12258    37.226017    -80.414284    632    VA    80    Juglans    nigra    black walnut    Plantae    51211    471    Falling leaves    2013    9    19    262    2456555    -9999    2013    10    17    290    2456583    33
12258    37.226017    -80.414284    632    VA    80    Juglans    nigra    black walnut    Plantae    51211    483    Leaves    2013    9    19    262    2456555    -9999    2013    10    17    290    2456583    33
12258    37.226017    -80.414284    632    VA    80    Juglans    nigra    black walnut    Plantae    51211    498    Colored leaves    2013    9    19    262    2456555    -9999    2013    10    17    290    2456583    33
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    390    Ripe fruits    2013    9    24    267    2456560    -9999    2013    9    24    267    2456560    8
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    471    Falling leaves    2013    9    24    267    2456560    -9999    2013    10    17    290    2456583    10
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    483    Leaves    2013    9    24    267    2456560    -9999    2013    10    17    290    2456583    10
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    498    Colored leaves    2013    9    24    267    2456560    -9999    2013    10    17    290    2456583    10
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    504    Recent fruit or seed drop    2013    9    24    267    2456560    -9999    2013    10    2    275    2456568    6
12156    37.224903    -80.425392    621    VA    80    Juglans    nigra    black walnut    Plantae    51361    516    Fruits    2013    9    24    267    2456560    -9999    2013    9    24    267    2456560    23
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    371    Breaking leaf buds    2014    5    8    128    2456786    2    2014    5    21    141    2456799    4
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    390    Ripe fruits    2014    8    13    225    2456883    20    2014    9    18    261    2456919    22
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    467    Increasing leaf size    2014    5    11    131    2456789    3    2014    6    15    166    2456824    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    471    Falling leaves    2014    8    30    242    2456900    3    2014    10    21    294    2456952    3
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    483    Leaves    2014    5    11    131    2456789    3    2014    10    24    297    2456955    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    498    Colored leaves    2014    8    30    242    2456900    3    2014    10    24    297    2456955    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    500    Flowers or flower buds    2014    5    11    131    2456789    3    2014    6    5    156    2456814    6
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    501    Open flowers    2014    5    21    141    2456799    4    2014    6    5    156    2456814    6
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    504    Recent fruit or seed drop    2014    7    24    205    2456863    18    2014    10    10    283    2456941    5
443    42.304653    -83.70118    276    MI    80    Juglans    nigra    black walnut    Plantae    1978    516    Fruits    2014    6    5    156    2456814    5    2014    9    18    261    2456919    22
1447    42.176537    -85.892448    230    MI    80    Juglans    nigra    black walnut    Plantae    2380    371    Breaking leaf buds    2014    5    10    130    2456788    16    2014    5    10    130    2456788    -9999
2623    40.710339    -81.885284    329    OH    80    Juglans    nigra    black walnut    Plantae    6550    371    Breaking leaf buds    2014    5    6    126    2456784    5    2014    5    6    126    2456784    4
2623    40.710339    -81.885284    329    OH    80    Juglans    nigra    black walnut    Plantae    6550    467    Increasing leaf size    2014    5    14    134    2456792    4    2014    6    5    156    2456814    -9999
2623    40.710339    -81.885284    329    OH    80    Juglans    nigra    black walnut    Plantae    6550    483    Leaves    2014    5    10    130    2456788    4    2014    6    5    156    2456814    -9999
2623    40.710339    -81.885284    329    OH    80    Juglans    nigra    black walnut    Plantae    6550    500    Flowers or flower buds    2014    5    1    121    2456779    4    2014    5    21    141    2456799    4
2623    40.710339    -81.885284    329    OH    80    Juglans    nigra    black walnut    Plantae    6550    501    Open flowers    2014    5    18    138    2456796    12    2014    5    21    141    2456799    4
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    371    Breaking leaf buds    2014    4    5    95    2456753    2    2014    4    5    95    2456753    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    371    Breaking leaf buds    2014    4    24    114    2456772    4    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    371    Breaking leaf buds    2014    5    24    144    2456802    11    2014    5    24    144    2456802    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    371    Breaking leaf buds    2014    6    18    169    2456827    10    2014    6    18    169    2456827    6
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    467    Increasing leaf size    2014    5    4    124    2456782    4    2014    7    8    189    2456847    92
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    471    Falling leaves    2014    10    8    281    2456939    92    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    483    Leaves    2014    4    24    114    2456772    4    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    498    Colored leaves    2014    10    15    288    2456946    7    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    500    Flowers or flower buds    2014    5    12    132    2456790    8    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    500    Flowers or flower buds    2014    5    25    145    2456803    1    2014    5    25    145    2456803    3
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    501    Open flowers    2014    5    12    132    2456790    8    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    501    Open flowers    2014    5    25    145    2456803    1    2014    5    25    145    2456803    3
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29953    516    Fruits    2014    6    24    175    2456833    6    2014    6    24    175    2456833    7
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    371    Breaking leaf buds    2014    4    5    95    2456753    2    2014    4    5    95    2456753    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    371    Breaking leaf buds    2014    4    24    114    2456772    4    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    371    Breaking leaf buds    2014    5    24    144    2456802    11    2014    5    24    144    2456802    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    390    Ripe fruits    2014    10    15    288    2456946    7    2014    10    15    288    2456946    2
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    467    Increasing leaf size    2014    5    12    132    2456790    8    2014    7    8    189    2456847    92
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    471    Falling leaves    2014    10    8    281    2456939    92    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    483    Leaves    2014    4    24    114    2456772    4    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    498    Colored leaves    2014    10    8    281    2456939    92    2014    10    17    290    2456948    -9999
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    500    Flowers or flower buds    2014    3    21    80    2456738    1    2014    3    21    80    2456738    8
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    500    Flowers or flower buds    2014    4    6    96    2456754    1    2014    4    6    96    2456754    4
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    500    Flowers or flower buds    2014    5    12    132    2456790    8    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    500    Flowers or flower buds    2014    5    25    145    2456803    1    2014    5    25    145    2456803    3
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    501    Open flowers    2014    5    12    132    2456790    8    2014    5    12    132    2456790    1
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    501    Open flowers    2014    5    25    145    2456803    1    2014    5    25    145    2456803    3
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    504    Recent fruit or seed drop    2014    10    15    288    2456946    7    2014    10    15    288    2456946    2
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    516    Fruits    2014    6    24    175    2456833    6    2014    7    8    189    2456847    92
8903    35.463467    -83.433441    568    NC    80    Juglans    nigra    black walnut    Plantae    29954    516    Fruits    2014    10    15    288    2456946    7    2014    10    15    288    2456946    2
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    390    Ripe fruits    2014    9    9    252    2456910    4    2014    10    17    290    2456948    4
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    390    Ripe fruits    2014    10    23    296    2456954    2    2014    10    23    296    2456954    18
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    471    Falling leaves    2014    9    9    252    2456910    4    2014    12    1    335    2456993    -9999
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    483    Leaves    2014    9    5    248    2456906    -9999    2014    12    1    335    2456993    -9999
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    498    Colored leaves    2014    9    30    273    2456931    7    2014    12    1    335    2456993    -9999
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    504    Recent fruit or seed drop    2014    9    9    252    2456910    4    2014    10    23    296    2456954    18
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    516    Fruits    2014    9    9    252    2456910    4    2014    10    17    290    2456948    4
9059    40.713261    -73.622475    17    NY    80    Juglans    nigra    black walnut    Plantae    31044    516    Fruits    2014    10    23    296    2456954    2    2014    10    23    296    2456954    18
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    371    Breaking leaf buds    2014    5    2    122    2456780    7    2014    5    21    141    2456799    19
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    390    Ripe fruits    2014    8    28    240    2456898    80    2014    8    28    240    2456898    8
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    390    Ripe fruits    2014    9    12    255    2456913    7    2014    11    7    311    2456969    7
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    467    Increasing leaf size    2014    5    2    122    2456780    7    2014    6    9    160    2456818    80
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    471    Falling leaves    2014    9    12    255    2456913    7    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    483    Leaves    2014    5    2    122    2456780    7    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    498    Colored leaves    2014    9    12    255    2456913    7    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    504    Recent fruit or seed drop    2014    8    28    240    2456898    80    2014    8    28    240    2456898    8
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    504    Recent fruit or seed drop    2014    9    12    255    2456913    7    2014    10    31    304    2456962    7
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31138    516    Fruits    2014    8    28    240    2456898    80    2014    11    7    311    2456969    7
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    371    Breaking leaf buds    2014    5    2    122    2456780    7    2014    5    21    141    2456799    19
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    390    Ripe fruits    2014    8    28    240    2456898    80    2014    8    28    240    2456898    8
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    390    Ripe fruits    2014    9    12    255    2456913    7    2014    10    1    274    2456932    16
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    467    Increasing leaf size    2014    5    2    122    2456780    7    2014    6    9    160    2456818    80
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    471    Falling leaves    2014    9    5    248    2456906    8    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    483    Leaves    2014    5    2    122    2456780    7    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    498    Colored leaves    2014    9    5    248    2456906    8    2014    10    1    274    2456932    16
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    502    Pollen release (flowers)    2014    5    14    134    2456792    7    2014    5    14    134    2456792    7
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    504    Recent fruit or seed drop    2014    9    12    255    2456913    7    2014    10    17    290    2456948    14
9083    40.178272    -77.116959    158    PA    80    Juglans    nigra    black walnut    Plantae    31139    516    Fruits    2014    8    28    240    2456898    80    2014    10    1    274    2456932    16
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37338    371    Breaking leaf buds    2014    3    6    65    2456723    2    2014    3    6    65    2456723    3
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37338    371    Breaking leaf buds    2014    4    1    91    2456749    2    2014    4    1    91    2456749    2
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37338    371    Breaking leaf buds    2014    4    6    96    2456754    3    2014    4    8    98    2456756    2
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37338    467    Increasing leaf size    2014    4    6    96    2456754    3    2014    4    10    100    2456758    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37338    483    Leaves    2014    4    6    96    2456754    3    2014    4    10    100    2456758    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37565    371    Breaking leaf buds    2014    4    10    100    2456758    2    2014    4    10    100    2456758    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37568    371    Breaking leaf buds    2014    2    25    56    2456714    -9999    2014    4    11    101    2456759    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37579    371    Breaking leaf buds    2014    4    10    100    2456758    6    2014    4    10    100    2456758    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    37582    371    Breaking leaf buds    2014    4    10    100    2456758    6    2014    4    10    100    2456758    -9999
1559    39.289673    -123.373718    212    CA    80    Juglans    nigra    black walnut    Plantae    60710    371    Breaking leaf buds    2014    3    9    68    2456726    -9999    2014    5    9    129    2456787    -9999
1559    39.289673    -123.373718    212    CA    80    Juglans    nigra    black walnut    Plantae    60710    467    Increasing leaf size    2014    5    9    129    2456787    36    2014    5    9    129    2456787    -9999
1559    39.289673    -123.373718    212    CA    80    Juglans    nigra    black walnut    Plantae    60710    483    Leaves    2014    4    3    93    2456751    25    2014    5    9    129    2456787    -9999
1559    39.289673    -123.373718    212    CA    80    Juglans    nigra    black walnut    Plantae    60710    500    Flowers or flower buds    2014    5    9    129    2456787    36    2014    5    9    129    2456787    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    371    Breaking leaf buds    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    467    Increasing leaf size    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    483    Leaves    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    500    Flowers or flower buds    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    501    Open flowers    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
16685    34.632343    -120.114731    197    CA    80    Juglans    nigra    black walnut    Plantae    63372    502    Pollen release (flowers)    2014    4    10    100    2456758    -9999    2014    4    10    100    2456758    -9999
9860    35.179035    -97.446968    332    OK    80    Juglans    nigra    black walnut    Plantae    63717    371    Breaking leaf buds    2014    3    9    68    2456726    3    2014    4    11    101    2456759    -9999
17017    42.268288    -71.407219    54    MA    80    Juglans    nigra    black walnut    Plantae    68950    371    Breaking leaf buds    2014    4    25    115    2456773    -9999    2014    4    25    115    2456773    -9999
17762    40.558731    -75.403259    118    PA    80    Juglans    nigra    black walnut    Plantae    69074    371    Breaking leaf buds    2014    4    14    104    2456762    7    2014    4    21    111    2456769    7
17762    40.558731    -75.403259    118    PA    80    Juglans    nigra    black walnut    Plantae    69074    467    Increasing leaf size    2014    4    21    111    2456769    7    2014    4    21    111    2456769    7
17762    40.558731    -75.403259    118    PA    80    Juglans    nigra    black walnut    Plantae    69074    483    Leaves    2014    4    21    111    2456769    7    2014    4    21    111    2456769    7
18133    40.130169    -74.214233    26    NJ    80    Juglans    nigra    black walnut    Plantae    71216    483    Leaves    2014    6    14    165    2456823    -9999    2014    7    10    191    2456849    -9999
18400    39.68478    -83.929649    283    OH    80    Juglans    nigra    black walnut    Plantae    72845    483    Leaves    2014    8    4    216    2456874    -9999    2014    8    4    216    2456874    -9999
18400    39.68478    -83.929649    283    OH    80    Juglans    nigra    black walnut    Plantae    72845    516    Fruits    2014    8    4    216    2456874    -9999    2014    8    4    216    2456874    -9999
18527    40.865379    -73.882172    25    NY    80    Juglans    nigra    black walnut    Plantae    73306    371    Breaking leaf buds    2014    5    7    127    2456785    -9999    2014    5    7    127    2456785    -9999
18527    40.865379    -73.882172    25    NY    80    Juglans    nigra    black walnut    Plantae    73306    483    Leaves    2014    5    7    127    2456785    -9999    2014    5    7    127    2456785    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    371    Breaking leaf buds    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    371    Breaking leaf buds    2014    10    20    293    2456951    29    2014    10    27    300    2456958    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    390    Ripe fruits    2014    9    19    262    2456920    -9999    2014    9    21    264    2456922    29
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    467    Increasing leaf size    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    467    Increasing leaf size    2014    10    20    293    2456951    29    2014    10    27    300    2456958    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    471    Falling leaves    2014    9    19    262    2456920    -9999    2014    10    27    300    2456958    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    483    Leaves    2014    9    19    262    2456920    -9999    2014    10    27    300    2456958    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    498    Colored leaves    2014    9    19    262    2456920    -9999    2014    10    27    300    2456958    -9999
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    500    Flowers or flower buds    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    501    Open flowers    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    502    Pollen release (flowers)    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    504    Recent fruit or seed drop    2014    9    19    262    2456920    -9999    2014    9    21    264    2456922    36
18465    39.732826    -121.833267    61    CA    80    Juglans    nigra    black walnut    Plantae    74195    516    Fruits    2014    9    19    262    2456920    -9999    2014    9    19    262    2456920    2
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    371    Breaking leaf buds    2014    10    1    274    2456932    3    2014    10    15    288    2456946    5
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    390    Ripe fruits    2014    9    20    263    2456921    3    2014    10    20    293    2456951    8
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    467    Increasing leaf size    2014    10    1    274    2456932    3    2014    10    9    282    2456940    6
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    471    Falling leaves    2014    9    17    260    2456918    -9999    2014    10    28    301    2456959    2
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    483    Leaves    2014    9    17    260    2456918    -9999    2014    10    15    288    2456946    5
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    498    Colored leaves    2014    9    24    267    2456925    4    2014    10    15    288    2456946    5
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    504    Recent fruit or seed drop    2014    9    20    263    2456921    3    2014    12    3    337    2456995    -9999
18644    37.235752    -80.422165    626    VA    80    Juglans    nigra    black walnut    Plantae    74320    516    Fruits    2014    9    20    263    2456921    3    2014    10    20    293    2456951    8
18692    37.233116    -80.424248    625    VA    80    Juglans    nigra    black walnut    Plantae    74523    471    Falling leaves    2014    9    16    259    2456917    -9999    2014    9    18    261    2456919    -9999
18692    37.233116    -80.424248    625    VA    80    Juglans    nigra    black walnut    Plantae    74523    483    Leaves    2014    9    16    259    2456917    -9999    2014    9    18    261    2456919    -9999
